algorithm,metric,x_percent,mean,std,min,max,q1,q3
lhn,true_positives,10,1095.8,9.558242516278815,1074.0,1110.0,1092.5,1103.5
lhn,false_positives,10,404.2,9.558242516278817,390.0,426.0,396.5,407.5
lhn,false_negatives,10,404.2,9.558242516278817,390.0,426.0,396.5,407.5
lhn,true_negatives,10,1095.8,9.558242516278815,1074.0,1110.0,1092.5,1103.5
lhn,true_positive_rate,10,0.7305333333333334,0.006372161677519199,0.716,0.74,0.7283333333333334,0.7356666666666667
ra,true_positives,10,1095.8,9.558242516278815,1074.0,1110.0,1092.5,1103.5
ra,false_positives,10,404.2,9.558242516278817,390.0,426.0,396.5,407.5
ra,false_negatives,10,404.2,9.558242516278817,390.0,426.0,396.5,407.5
ra,true_negatives,10,1095.8,9.558242516278815,1074.0,1110.0,1092.5,1103.5
ra,true_positive_rate,10,0.7305333333333334,0.006372161677519199,0.716,0.74,0.7283333333333334,0.7356666666666667
hits,true_positives,10,1042.8,6.867313885355758,1030.0,1058.0,1038.0,1047.75
hits,false_positives,10,457.2,6.867313885355758,442.0,470.0,452.25,462.0
hits,false_negatives,10,457.2,6.867313885355758,442.0,470.0,452.25,462.0
hits,true_negatives,10,1042.8,6.867313885355758,1030.0,1058.0,1038.0,1047.75
hits,true_positive_rate,10,0.6951999999999999,0.004578209256903847,0.6866666666666666,0.7053333333333334,0.692,0.6984999999999999
katz,true_positives,10,1218.35,5.350467269313962,1211.0,1232.0,1215.0,1220.5
katz,false_positives,10,281.65,5.350467269313962,268.0,289.0,279.5,285.0
katz,false_negatives,10,281.65,5.350467269313962,268.0,289.0,279.5,285.0
katz,true_negatives,10,1218.35,5.350467269313962,1211.0,1232.0,1215.0,1220.5
katz,true_positive_rate,10,0.8122333333333334,0.0035669781795426353,0.8073333333333333,0.8213333333333334,0.81,0.8136666666666666
act,true_positives,10,1119.6,10.43264108459598,1100.0,1141.0,1111.0,1125.5
act,false_positives,10,380.4,10.43264108459598,359.0,400.0,374.5,389.0
act,false_negatives,10,380.4,10.43264108459598,359.0,400.0,374.5,389.0
act,true_negatives,10,1119.6,10.43264108459598,1100.0,1141.0,1111.0,1125.5
act,true_positive_rate,10,0.7464000000000001,0.006955094056397329,0.7333333333333333,0.7606666666666667,0.7406666666666667,0.7503333333333333
lhn,true_positives,25,2596.25,13.677993273868795,2575.0,2614.0,2581.5,2608.25
lhn,false_positives,25,1153.75,13.677993273868795,1136.0,1175.0,1141.75,1168.5
lhn,false_negatives,25,1153.75,13.677993273868795,1136.0,1175.0,1141.75,1168.5
lhn,true_negatives,25,2596.25,13.677993273868795,2575.0,2614.0,2581.5,2608.25
lhn,true_positive_rate,25,0.6923333333333334,0.003647464873031684,0.6866666666666666,0.6970666666666666,0.6884,0.6955333333333333
ra,true_positives,25,2596.25,13.677993273868795,2575.0,2614.0,2581.5,2608.25
ra,false_positives,25,1153.75,13.677993273868795,1136.0,1175.0,1141.75,1168.5
ra,false_negatives,25,1153.75,13.677993273868795,1136.0,1175.0,1141.75,1168.5
ra,true_negatives,25,2596.25,13.677993273868795,2575.0,2614.0,2581.5,2608.25
ra,true_positive_rate,25,0.6923333333333334,0.003647464873031684,0.6866666666666666,0.6970666666666666,0.6884,0.6955333333333333
hits,true_positives,25,2596.05,10.409010519737215,2568.0,2622.0,2592.5,2599.75
hits,false_positives,25,1153.95,10.409010519737215,1128.0,1182.0,1150.25,1157.5
hits,false_negatives,25,1153.95,10.409010519737215,1128.0,1182.0,1150.25,1157.5
hits,true_negatives,25,2596.05,10.409010519737215,2568.0,2622.0,2592.5,2599.75
hits,true_positive_rate,25,0.69228,0.0027757361385966,0.6848,0.6992,0.6913333333333334,0.6932666666666667
katz,true_positives,25,2978.15,5.543239125276845,2969.0,2988.0,2972.0,2981.25
katz,false_positives,25,771.85,5.543239125276845,762.0,781.0,768.75,778.0
katz,false_negatives,25,771.85,5.543239125276845,762.0,781.0,768.75,778.0
katz,true_negatives,25,2978.15,5.543239125276845,2969.0,2988.0,2972.0,2981.25
katz,true_positive_rate,25,0.7941733333333333,0.0014781971000738235,0.7917333333333333,0.7968,0.7925333333333333,0.795
act,true_positives,25,2676.2,10.274239631233057,2660.0,2695.0,2666.0,2684.0
act,false_positives,25,1073.8,10.274239631233057,1055.0,1090.0,1066.0,1084.0
act,false_negatives,25,1073.8,10.274239631233057,1055.0,1090.0,1066.0,1084.0
act,true_negatives,25,2676.2,10.274239631233057,2660.0,2695.0,2666.0,2684.0
act,true_positive_rate,25,0.7136533333333334,0.002739797234995481,0.7093333333333334,0.7186666666666667,0.7109333333333333,0.7157333333333333
lhn,true_positives,50,4685.65,25.82106698027794,4642.0,4726.0,4661.25,4709.5
lhn,false_positives,50,2814.35,25.821066980277948,2774.0,2858.0,2790.5,2838.75
lhn,false_negatives,50,2814.35,25.821066980277948,2774.0,2858.0,2790.5,2838.75
lhn,true_negatives,50,4685.65,25.82106698027794,4642.0,4726.0,4661.25,4709.5
lhn,true_positive_rate,50,0.6247533333333333,0.0034428089307037293,0.6189333333333333,0.6301333333333333,0.6215,0.6279333333333333
ra,true_positives,50,4685.65,25.82106698027794,4642.0,4726.0,4661.25,4709.5
ra,false_positives,50,2814.35,25.821066980277948,2774.0,2858.0,2790.5,2838.75
ra,false_negatives,50,2814.35,25.821066980277948,2774.0,2858.0,2790.5,2838.75
ra,true_negatives,50,4685.65,25.82106698027794,4642.0,4726.0,4661.25,4709.5
ra,true_positive_rate,50,0.6247533333333333,0.0034428089307037293,0.6189333333333333,0.6301333333333333,0.6215,0.6279333333333333
hits,true_positives,50,5292.3,18.69518654627442,5267.0,5338.0,5278.25,5306.75
hits,false_positives,50,2207.7,18.69518654627442,2162.0,2233.0,2193.25,2221.75
hits,false_negatives,50,2207.7,18.69518654627442,2162.0,2233.0,2193.25,2221.75
hits,true_negatives,50,5292.3,18.69518654627442,5267.0,5338.0,5278.25,5306.75
hits,true_positive_rate,50,0.70564,0.002492691539503248,0.7022666666666667,0.7117333333333333,0.7037666666666667,0.7075666666666667
katz,true_positives,50,5795.55,9.562818622142743,5783.0,5816.0,5788.75,5801.25
katz,false_positives,50,1704.45,9.562818622142743,1684.0,1717.0,1698.75,1711.25
katz,false_negatives,50,1704.45,9.562818622142743,1684.0,1717.0,1698.75,1711.25
katz,true_negatives,50,5795.55,9.562818622142743,5783.0,5816.0,5788.75,5801.25
katz,true_positive_rate,50,0.77274,0.0012750424829523575,0.7710666666666667,0.7754666666666666,0.7718333333333334,0.7735
act,true_positives,50,4994.65,13.539848595903871,4974.0,5018.0,4982.0,5007.0
act,false_positives,50,2505.35,13.539848595903871,2482.0,2526.0,2493.0,2518.0
act,false_negatives,50,2505.35,13.539848595903871,2482.0,2526.0,2493.0,2518.0
act,true_negatives,50,4994.65,13.539848595903871,4974.0,5018.0,4982.0,5007.0
act,true_positive_rate,50,0.6659533333333333,0.0018053131461205178,0.6632,0.6690666666666667,0.6642666666666667,0.6676
lhn,true_positives,75,6082.75,32.08718591587614,6007.0,6154.0,6063.0,6099.5
lhn,false_positives,75,5167.25,32.08718591587614,5096.0,5243.0,5150.5,5187.0
lhn,false_negatives,75,5167.25,32.08718591587614,5096.0,5243.0,5150.5,5187.0
lhn,true_negatives,75,6082.75,32.08718591587614,6007.0,6154.0,6063.0,6099.5
lhn,true_positive_rate,75,0.5406888888888889,0.0028521943036334397,0.5339555555555555,0.5470222222222222,0.5389333333333333,0.5421777777777778
ra,true_positives,75,6082.75,32.08718591587614,6007.0,6154.0,6063.0,6099.5
ra,false_positives,75,5167.25,32.08718591587614,5096.0,5243.0,5150.5,5187.0
ra,false_negatives,75,5167.25,32.08718591587614,5096.0,5243.0,5150.5,5187.0
ra,true_negatives,75,6082.75,32.08718591587614,6007.0,6154.0,6063.0,6099.5
ra,true_positive_rate,75,0.5406888888888889,0.0028521943036334397,0.5339555555555555,0.5470222222222222,0.5389333333333333,0.5421777777777778
hits,true_positives,75,7854.7,15.136380016371154,7825.0,7878.0,7849.75,7867.0
hits,false_positives,75,3395.3,15.136380016371154,3372.0,3425.0,3383.0,3400.25
hits,false_negatives,75,3395.3,15.136380016371154,3372.0,3425.0,3383.0,3400.25
hits,true_negatives,75,7854.7,15.136380016371154,7825.0,7878.0,7849.75,7867.0
hits,true_positive_rate,75,0.6981955555555556,0.0013454560014552158,0.6955555555555556,0.7002666666666667,0.6977555555555556,0.6992888888888888
katz,true_positives,75,7842.05,12.971025402796805,7815.0,7862.0,7833.25,7852.0
katz,false_positives,75,3407.95,12.971025402796805,3388.0,3435.0,3398.0,3416.75
katz,false_negatives,75,3407.95,12.971025402796805,3388.0,3435.0,3398.0,3416.75
katz,true_negatives,75,7842.05,12.971025402796805,7815.0,7862.0,7833.25,7852.0
katz,true_positive_rate,75,0.6970711111111112,0.0011529800358041785,0.6946666666666667,0.6988444444444445,0.6962888888888888,0.6979555555555556
act,true_positives,75,6367.1,28.156526774444323,6309.0,6408.0,6356.0,6388.25
act,false_positives,75,4882.9,28.156526774444323,4842.0,4941.0,4861.75,4894.0
act,false_negatives,75,4882.9,28.156526774444323,4842.0,4941.0,4861.75,4894.0
act,true_negatives,75,6367.1,28.156526774444323,6309.0,6408.0,6356.0,6388.25
act,true_positive_rate,75,0.5659644444444443,0.0025028023799506085,0.5608,0.5696,0.5649777777777778,0.5678444444444444
